,Aberdeen Falls,Abhayagiri Dagaba,Ambewela Farms,Ambuluwawa Tower,Ancient City of Polonnaruwa,Angurukaramulla Temple,Arugam Bay,Bahiravokanda Vihara Buddha Statue,Baker's Falls,Bambarakanda Falls,Batticaloa Fort,Beddegana Wetland Park,Bentota Beach,Bogoda Wooden Bridge,Bopath Ella (Bopath Falls),Brief Garden - Bevis Bawa,Buduruwagala Temple,Casuarina Beach,Ceylon Tea Museum,Coconut Tree Hill,Colombo Lotus Tower,Colombo National Museum,Dagoba of Thuparama,Dambulla Cave Temple,Dehiwala Zoo - Sri Lanka,Demodara Loop,Devon Falls,Diyaluma Falls,Diyatha Uyana,Dondra Head Lighthouse,Dunhinda Falls,Dutch Hospital Shopping Precinct,Elephant Pass,Elephant Transit Home (ETH),Ella Rock,Embekka Devalaya,Fort Frederick,Gal Oya National Park,Gal Vihara,Galle Dutch Fort,Galle Face Green,Galle Face Hotel,Galle Fort Lighthouse,Galway's Land National Park,Gangaramaya Temple,Gartmore Falls,Goyambokka Beach,Gregory Lake,Hakgala Botanic Gardens,Handunugoda Tea Estate,Henerathgoda Botanical Garden,Hikkaduwa Beach,Hiriketiya Beach,Horton Plains National Park,Hummanaya Blow Hole,Hurulu Eco Park,Independence Memorial Hall,Isurumuniya Temple,Jaffna Fort,Jaffna Public Library,Jami Ul-Alfar Mosque,Japanese Peace Pagoda - Rumassala,Jaya Sri Maha Bodhi,Jungle Beach,Kabalana Beach,Kalametiya Eco Bird Watching,Kalutara Bodhiya,Kande Viharaya Temple,Kandy Lake,Kandy View Point,Kanniya Hot Springs,Kataragama Temple,Kaudulla National Park,Keerimalai Hot springs,Kelaniya Raja Maha Vihara,Kiri Vehera,Kirinda Viharaya,Knuckles Mountain Range,Koggala Lake,Kosgoda Sea Turtle Conservation Project,Kumana National Park,Laxapana Falls,Lipton’s Seat,Little Adam's Peak View Point,Lovamahapaya Brazen Palace,Lover's Leap Falls,Lunugamvehera National Park,Madu River Safari by Buddhi,Maduru Oya National Park,Maha Saman Dewalaya,Maligawila Buddha Statue,Marble Beach,Matara Paravi Duwa Temple,Mihintale,Minneriya National Park,Mirissa Beach,Moon Plains,Moonstone or Sandakada pahana,Mount Lavinia Beach,Mulgirigala Raja Maha Vihara,Muthurajawela Marsh,Nagadipa Purana Vihara,Nalanda Gedige,Nallur Kandaswamy Kovil Festival,Negombo Beach,Negombo Fish Market,Nilavarai Bottomless Well,Nilaveli Beach,Nine Arches Bridge,Old Parliament Building,Pasikudah Beach,Pedro Tea Factory,Pettah Floating Market,Pidurangala Rock,Pidurutalagala,Pinnawala Elephant Orphanage,Pitawala Pathana,Polhena Beach,Polonnaruwa Vatadage,Popham's Arboretum,Rankoth Vehera,Ravana Ella Falls,Richmond Castle,Ridee Viharaya (silver Temple),Ritigala Forest Monastery,Royal Botanical Gardens,Ruwanweli Maha Seya,Samadhi Statue,Samudra Parakrama,Sea Turtle Conservation Project (Koggala),Sea Turtle Farm Galle Mahamodara,Seema Malakaya Temple,Seenigama Muhudu Viharaya,Seruwila Mangala Raja Maha Vihara,Sigiriya Lion Rock,Single Tree Hill,Sinharaja Forest Reserve,Sithulpawwa Rock Temple,Somawathiya Chaitya,Sri Pada / Adam's Peak,St Benedict's Monastery - Adisham,St Clair's Falls,St Lucia's Cathedral,St. Mary's Church,Statue of Parakramabahu I,Temple of the Sacred Tooth Relic,Trincomalee Beach,Trincomalee War Cemetery,Turtle Conservation Project Turtle Watch,Twin Baths (Kuttam Pokuna),Udawalawe National Park,Unawatuna Beach,Uppuveli Beach,Victoria Park of Nuwara Eliya,Viharamahadevi Park,Visit Kanneliya Rain Forest,Wasgamuwa National Park,Weherahena Buddhist Temple,Weligama Beach,Wewurukannala Vihara,Whale Watching in Mirissa,Wilpattu National Park,Wolvendaal Church,Yala National Park,Yapahuwa Rock Fortress
Isurumuniya Temple,204.12,5.4,218.14,173.69,106.21,182.63,302.65,156.72,233.67,237.82,211.41,223.23,285.57,213.74,225.01,280.31,262.08,221.97,160.38,351.77,220.63,222.78,3.19,79.55,229.49,231.91,205.98,252.9,222.56,355.46,216.77,339.64,174.72,286.82,237.56,165.92,129.03,229.5,104.07,339.64,221.62,222.2,339.98,208.67,222.14,229.69,346.02,210.43,215.8,340.69,190.51,325.66,351.17,232.12,349.65,68.48,223.32,0.0,202.6,202.44,219.38,341.06,1.78,348.76,346.08,339.0,264.04,282.52,157.64,157.41,120.21,317.24,79.62,223.74,214.29,104.45,340.28,142.84,342.42,295.67,312.79,211.31,245.55,236.86,0.96,207.46,296.7,306.81,157.85,242.77,274.19,121.89,350.86,18.02,81.52,351.16,211.99,4.66,232.84,328.5,193.11,207.81,104.41,203.51,179.11,183.83,212.94,128.14,235.3,220.88,180.24,208.79,220.01,76.39,203.53,151.78,126.84,352.58,105.42,80.97,104.81,236.23,261.43,118.04,49.15,159.01,2.43,4.21,105.3,344.09,337.87,222.2,322.84,135.01,77.2,209.18,284.27,324.81,117.36,222.25,242.44,208.0,217.52,218.01,106.41,157.09,126.97,126.26,342.54,3.83,277.11,342.13,126.89,208.25,222.14,306.41,115.58,350.62,347.28,353.86,357.18,56.83,218.52,305.66,76.88
Jaffna Fort,404.75,197.65,420.74,375.31,291.06,360.69,490.77,359.2,436.24,440.43,377.3,407.1,474.57,415.19,423.13,470.47,463.9,22.86,362.85,550.54,402.07,404.48,199.87,280.84,412.19,433.12,408.01,454.92,406.55,555.67,417.43,534.49,60.94,489.22,439.07,367.87,239.47,419.03,287.64,534.49,402.48,403.18,534.82,411.28,403.6,430.76,547.83,413.04,418.38,538.04,376.1,517.95,552.43,434.71,551.16,260.09,405.36,202.6,0.0,0.53,400.44,536.26,201.45,546.8,543.23,541.51,451.44,471.64,360.17,359.93,227.34,517.99,254.71,21.96,398.09,288.16,541.63,344.45,539.26,485.54,507.46,411.84,447.55,438.23,201.76,410.06,498.22,497.4,351.09,440.97,472.84,242.6,550.47,204.87,270.72,549.86,414.59,206.68,415.33,530.17,373.62,34.66,306.75,3.59,356.01,360.7,17.8,222.49,436.64,401.62,339.77,411.39,401.26,271.9,406.14,351.0,328.52,552.06,290.03,281.6,288.79,437.62,449.26,319.78,243.74,361.28,200.66,199.11,293.69,540.81,532.5,403.68,514.88,268.45,273.07,411.77,484.04,524.41,281.99,422.95,444.88,410.14,399.0,399.34,291.74,359.62,233.66,232.48,544.75,206.28,479.7,537.44,235.25,410.85,403.82,503.65,310.91,550.67,545.5,555.19,556.25,178.0,399.86,503.31,274.41
Jaffna Public Library,404.64,197.48,420.58,375.18,290.78,360.7,490.47,359.05,436.08,440.26,376.94,407.1,474.55,414.99,423.04,470.44,463.7,23.28,362.69,550.46,402.08,404.49,199.7,280.64,412.19,432.91,407.87,454.72,406.55,555.56,417.21,534.43,60.44,489.07,438.87,367.73,239.06,418.74,287.36,534.43,402.49,403.19,534.77,411.11,403.61,430.64,547.7,412.87,418.21,537.97,376.09,517.91,552.31,434.55,551.04,259.85,405.37,202.44,0.53,0.0,400.45,536.2,201.28,546.72,543.16,541.36,451.43,471.62,360.01,359.78,226.94,517.77,254.42,21.98,398.09,287.88,541.42,344.26,539.19,485.52,507.19,411.73,447.36,438.02,201.59,409.89,498.01,497.37,350.83,440.89,472.61,242.21,550.37,204.66,270.47,549.77,414.42,206.51,415.34,530.04,373.62,35.17,306.58,3.16,356.02,360.72,17.48,222.07,436.44,401.63,339.4,411.22,401.26,271.67,405.97,350.89,328.33,551.97,289.75,281.4,288.51,437.41,449.24,319.65,243.51,361.13,200.5,198.94,293.42,540.74,532.45,403.69,514.85,268.06,272.84,411.61,483.94,524.18,281.66,422.84,444.7,410.0,399.01,399.34,291.46,359.46,233.25,232.07,544.61,206.11,479.54,537.39,234.84,410.69,403.83,503.57,310.66,550.57,545.42,555.07,556.16,177.97,399.87,503.06,274.31
Jami Ul-Alfar Mosque,94.73,224.64,137.62,106.47,222.95,39.81,288.64,124.75,138.32,144.72,292.27,10.92,77.6,167.05,78.02,75.66,182.73,414.62,123.62,172.03,1.93,4.32,222.56,177.78,12.37,176.7,113.41,174.53,11.0,184.42,176.9,144.14,388.05,159.5,175.36,112.04,314.63,241.71,225.48,144.14,2.26,2.82,144.45,135.0,3.28,105.72,192.22,135.18,141.09,154.95,30.73,123.39,189.91,139.82,191.36,211.81,5.55,219.38,400.44,400.45,0.0,146.66,221.13,165.49,158.89,201.41,53.95,75.02,126.3,126.0,312.06,231.0,238.52,422.38,9.92,225.22,240.95,157.16,154.21,89.11,268.4,94.75,171.15,176.81,220.33,136.17,208.11,101.3,204.46,85.8,220.85,303.98,176.21,229.47,214.77,171.04,139.15,217.54,15.13,175.97,26.96,392.69,157.75,402.43,44.65,40.12,414.73,323.62,176.51,1.71,288.21,137.57,0.95,200.7,134.61,94.36,159.03,176.92,223.43,180.86,224.7,176.3,52.6,127.99,210.86,118.89,221.81,223.58,215.08,155.25,141.77,3.36,120.08,299.62,199.5,132.73,123.38,246.61,258.55,99.21,159.13,116.17,2.16,1.53,221.94,126.25,315.93,315.83,196.06,215.79,163.43,148.06,314.84,133.42,3.73,124.55,194.79,179.07,165.06,192.87,178.56,223.1,1.17,247.25,145.19
Japanese Peace Pagoda - Rumassala,142.18,346.45,153.63,174.11,303.68,183.96,262.35,196.06,139.54,140.99,327.83,137.04,70.3,182.85,116.93,71.06,157.2,552.36,192.68,35.46,144.74,142.35,344.19,276.73,134.4,177.36,148.77,156.46,137.35,53.82,189.96,3.14,515.62,103.84,171.12,182.87,403.76,253.04,307.28,3.14,145.25,144.5,2.99,160.14,143.43,121.38,79.21,158.72,158.46,18.43,163.31,26.67,68.92,142.29,73.32,309.63,141.11,341.06,536.26,536.2,146.66,0.0,342.61,26.92,17.69,102.6,93.11,72.42,196.16,196.18,405.24,169.25,332.0,558.16,145.01,306.83,162.69,225.88,13.87,59.12,226.21,135.2,159.58,173.26,342.01,162.07,156.48,47.75,257.68,99.75,193.31,392.83,44.52,346.13,306.84,34.38,160.32,338.02,132.13,74.44,170.26,532.24,249.93,537.87,189.11,185.15,549.16,417.51,174.27,146.15,340.69,161.94,145.71,296.24,164.35,189.81,237.29,43.6,304.54,278.21,306.13,173.26,94.15,226.26,316.52,191.44,343.38,345.15,296.25,13.29,5.58,143.34,29.74,379.83,294.84,158.05,68.47,185.02,337.42,126.01,150.14,148.43,147.27,147.2,302.56,196.55,406.83,407.11,89.81,337.24,119.55,1.47,405.3,159.37,142.93,37.58,272.12,50.14,28.19,70.88,41.0,358.67,146.74,202.32,264.55
Jaya Sri Maha Bodhi,205.52,3.89,219.3,175.03,106.2,184.4,303.04,157.95,234.87,238.99,211.16,224.96,287.22,214.69,226.51,281.95,263.07,220.9,161.61,353.22,222.36,224.51,1.61,80.41,231.22,232.84,207.28,253.91,224.28,356.86,217.65,341.19,173.23,288.05,238.52,167.24,127.67,229.88,104.0,341.19,223.36,223.94,341.53,209.84,223.87,231.07,347.32,211.6,216.93,342.18,192.23,327.26,352.51,233.3,350.98,68.58,225.05,1.78,201.45,201.28,221.13,342.61,0.0,350.24,347.58,340.21,265.72,284.17,158.86,158.63,118.77,318.15,79.13,222.55,216.01,104.39,341.24,143.79,343.93,297.31,313.4,212.72,246.56,237.8,0.96,208.61,297.67,308.44,158.3,244.27,274.96,120.61,352.28,16.81,81.58,352.62,213.14,5.3,234.57,329.81,194.86,206.9,105.46,202.34,180.89,185.6,211.69,126.62,236.24,222.62,179.8,209.94,221.75,76.76,204.69,153.27,127.78,354.01,105.4,81.76,104.76,237.17,263.11,119.39,49.3,160.28,0.79,2.54,105.43,345.6,339.43,223.94,324.45,133.97,77.6,210.36,285.7,325.65,116.81,223.64,243.52,209.28,219.26,219.75,106.42,158.31,125.56,124.84,343.8,5.42,278.29,343.67,125.5,209.43,223.87,307.91,116.05,352.02,348.75,355.2,358.62,57.36,220.26,306.39,78.5
Jungle Beach,145.85,354.11,149.53,177.65,303.31,200.92,244.41,198.48,134.16,134.36,318.58,155.28,92.21,175.94,123.92,91.42,144.27,563.61,194.93,8.54,163.56,161.26,351.83,280.69,153.54,167.96,149.13,145.12,155.5,26.99,182.01,29.99,523.45,90.55,161.27,186.21,403.24,241.64,307.04,29.99,164.31,163.57,29.89,157.12,162.36,122.24,54.15,155.54,154.09,10.78,178.73,52.54,42.91,136.81,47.62,312.53,159.96,348.76,546.8,546.72,165.49,26.92,350.24,0.0,9.23,78.84,113.47,93.87,198.31,198.39,405.54,148.65,333.53,568.61,162.6,306.56,139.63,226.05,13.48,81.81,206.75,138.64,149.27,163.36,349.7,158.99,138.42,71.63,253.61,106.08,177.6,392.39,17.9,352.52,308.64,7.46,156.5,345.46,151.61,53.0,187.36,544.34,253.44,548.26,206.08,202.43,559.13,417.81,164.56,165.18,334.18,158.58,164.54,299.0,161.78,197.0,238.68,16.76,304.23,281.82,305.84,163.47,113.99,231.9,320.93,194.42,351.02,352.76,296.16,13.65,32.2,162.27,55.29,377.86,297.59,155.3,66.24,163.81,335.93,128.35,141.3,148.24,165.84,165.85,302.2,198.76,406.64,406.99,65.41,344.93,106.75,25.68,405.04,156.6,161.79,43.46,272.02,23.72,2.32,44.6,14.45,370.16,165.43,183.21,273.15
Kabalana Beach,144.21,351.45,150.59,176.16,303.35,194.99,250.52,197.42,135.61,136.25,321.7,148.86,84.47,178.06,121.07,84.13,148.44,559.8,193.92,17.77,156.97,154.63,349.17,279.23,146.82,170.94,148.64,148.73,149.11,36.19,184.51,20.76,520.8,94.62,164.39,184.81,403.4,245.44,307.04,20.76,157.64,156.9,20.66,157.83,155.73,121.45,62.64,156.3,155.26,5.63,173.27,43.56,51.78,138.3,56.36,311.46,153.35,346.08,543.23,543.16,158.89,17.69,347.58,9.23,0.0,86.87,106.27,86.27,197.34,197.4,405.42,155.62,332.94,565.07,156.41,306.57,147.49,225.82,4.79,73.8,213.37,137.05,152.52,166.51,347.02,159.72,144.44,63.24,254.87,103.34,182.84,392.52,27.0,350.28,307.94,16.7,157.49,342.86,144.78,59.97,181.36,540.23,252.1,544.74,200.16,196.4,555.75,417.7,167.64,158.52,336.36,159.41,157.94,297.96,162.34,194.32,238.04,25.96,304.25,280.47,305.85,166.57,106.95,229.81,319.35,193.17,348.36,350.11,296.1,4.47,23.0,155.64,46.4,378.5,296.56,155.91,65.97,171.02,336.38,127.09,144.0,147.94,159.33,159.32,302.24,197.77,406.68,407.02,73.66,342.25,110.73,16.45,405.11,157.22,155.18,39.7,271.94,32.73,10.66,53.58,23.43,366.2,158.88,189.68,270.1
Kalametiya Eco Bird Watching,141.12,344.05,121.27,167.28,271.83,227.96,171.28,182.31,105.41,101.69,262.91,190.49,146.28,135.08,133.36,141.87,89.83,560.35,178.66,71.87,199.63,197.84,341.81,262.76,191.61,120.77,134.2,95.46,190.41,55.8,137.37,105.12,510.12,52.51,113.62,174.15,368.17,183.24,275.73,105.12,201.04,200.41,105.16,130.69,198.89,115.18,25.69,128.91,124.16,84.33,203.02,122.36,38.37,107.09,33.26,289.98,196.5,339.0,541.51,541.36,201.41,102.6,340.21,78.84,86.87,0.0,160.12,146.49,181.36,181.59,372.7,72.81,306.24,562.73,195.08,275.2,60.86,200.68,89.22,139.56,131.58,134.77,102.09,115.31,339.87,132.06,69.32,133.89,214.21,118.83,111.65,357.83,62.17,338.7,283.07,72.6,127.79,335.04,190.93,29.67,215.93,544.07,235.79,542.48,232.74,230.34,551.88,384.69,116.87,201.76,284.98,130.86,200.54,276.62,135.88,194.98,215.88,64.11,272.85,262.75,274.45,115.7,159.17,222.11,302.42,180.33,341.0,342.6,265.78,90.4,106.61,198.81,123.96,339.44,275.27,129.99,78.14,86.62,300.07,123.82,100.2,131.82,200.92,201.18,270.79,181.91,372.4,372.95,13.87,335.29,62.45,101.78,370.64,130.98,198.19,89.06,242.78,56.43,76.77,38.25,70.06,371.42,200.91,109.17,269.44
Kalutara Bodhiya,95.13,269.41,130.38,120.15,250.05,92.7,275.31,142.42,124.64,129.92,302.67,45.16,23.71,163.17,67.46,22.16,163.82,466.3,140.05,120.57,52.07,49.62,267.24,211.6,41.59,167.45,111.36,157.66,45.6,134.55,172.75,90.5,436.05,127.17,164.01,128.12,347.0,240.81,253.12,90.5,52.39,51.64,90.81,131.54,50.68,91.76,146.7,131.01,134.95,102.75,75.39,69.44,142.37,126.92,144.58,246.04,48.45,264.04,451.44,451.43,53.95,93.11,265.72,113.47,106.27,160.12,0.0,21.08,143.39,143.23,346.03,202.79,271.45,473.4,53.85,252.77,207.85,176.12,101.52,35.19,248.63,91.18,156.46,165.87,265.01,133.23,181.92,47.38,219.07,62.77,204.04,336.09,125.8,272.12,246.56,119.53,134.45,261.66,39.12,132.15,79.1,444.94,187.71,453.3,97.76,93.49,465.27,358.02,166.07,53.3,305.26,134.12,53.02,233.65,133.24,121.82,182.53,126.23,250.71,214.06,252.15,165.52,3.08,159.44,248.49,136.62,266.45,268.24,242.15,102.42,88.09,50.59,66.13,328.15,232.33,129.03,83.7,219.22,285.75,89.29,144.12,113.08,54.78,54.64,248.97,143.56,349.03,349.08,152.46,260.31,135.7,94.54,347.75,130.12,50.24,75.36,219.49,129.32,113.3,145.24,127.12,273.52,54.16,225.61,187.59
Kande Viharaya Temple,103.53,287.91,133.8,131.5,263.14,113.66,273.14,154.23,125.64,130.2,309.49,66.14,3.06,166.76,74.65,5.57,161.11,486.7,151.54,101.31,73.14,70.7,285.71,227.14,62.66,168.76,117.76,156.02,66.56,116.23,175.97,69.73,455.29,119.18,164.55,139.9,361.27,244.02,266.35,69.73,73.45,72.7,70.03,136.4,71.75,94.77,130.88,135.62,138.61,83.09,95.57,48.37,125.41,128.15,128.06,261.43,69.53,282.52,471.64,471.62,75.02,72.42,284.17,93.87,86.27,146.49,21.08,0.0,154.99,154.87,360.85,195.03,286.27,493.59,74.7,265.97,197.7,187.51,81.49,14.15,244.03,98.44,155.82,166.53,283.48,138.21,175.48,26.34,228.29,64.99,201.37,350.32,107.2,289.97,261.19,100.25,138.71,279.99,60.15,117.58,100.03,465.53,202.35,473.45,118.75,114.51,485.31,372.93,166.93,74.36,314.47,138.87,74.09,248.74,138.82,137.1,195.27,107.44,263.85,229.38,265.33,166.25,22.7,174.94,264.92,148.62,284.92,286.7,255.29,82.27,67.3,71.67,45.06,341.21,247.39,133.91,73.61,211.61,298.6,94.22,143.74,118.99,75.85,75.72,262.04,155.22,363.54,363.64,137.67,278.76,129.74,73.87,362.2,135.1,71.31,58.68,232.1,111.12,93.87,128.19,107.83,293.65,75.23,220.49,205.78
Kandy Lake,54.24,162.7,60.92,23.49,108.85,115.56,184.8,1.99,76.09,80.52,166.03,121.97,157.85,66.04,82.06,150.8,109.23,379.17,3.52,199.93,126.14,126.85,160.45,83.14,128.79,83.63,49.75,99.43,121.25,201.05,73.18,195.45,329.81,129.23,87.36,15.29,208.39,123.59,112.25,195.45,128.1,128.18,195.78,51.51,127.01,76.08,189.1,53.23,59.16,191.74,99.68,187.2,195.06,74.65,193.16,114.22,126.39,157.64,360.17,360.01,126.3,196.16,158.86,198.31,197.34,181.36,143.39,154.99,0.0,0.41,209.29,166.61,135.84,381.37,116.65,111.84,187.39,32.72,194.4,164.82,178.54,61.04,92.38,87.37,158.5,50.5,144.12,173.32,78.26,97.34,132.2,197.42,197.56,157.92,110.72,199.48,55.26,153.69,131.5,171.86,113.91,363.51,55.71,361.12,117.03,118.72,370.54,221.55,86.07,127.94,163.24,51.98,126.24,100.68,46.51,37.31,41.28,199.48,109.63,83.88,111.17,86.69,140.32,42.39,123.49,7.41,159.65,161.25,101.14,196.21,194.18,127.01,185.06,186.61,99.28,51.77,132.11,177.18,143.91,70.32,86.82,51.28,124.2,124.85,107.74,0.57,211.18,211.41,185.11,153.93,119.63,196.96,209.72,50.93,126.5,159.0,77.44,196.54,196.54,197.63,204.71,193.02,125.13,164.3,91.19
Kandy View Point,54.23,162.47,61.19,23.38,108.91,115.19,185.21,1.58,76.34,80.79,166.33,121.71,157.74,66.43,82.0,150.69,109.57,378.92,3.51,200.02,125.85,126.57,160.22,83.0,128.53,84.01,49.88,99.76,120.99,201.18,73.58,195.47,329.63,129.44,87.73,15.11,208.42,123.98,112.31,195.47,127.81,127.89,195.79,51.79,126.73,76.16,189.28,53.5,59.45,191.8,99.35,187.17,195.22,74.9,193.33,114.14,126.11,157.41,359.93,359.78,126.0,196.18,158.63,198.39,197.4,181.59,143.23,154.87,0.41,0.0,209.3,166.95,135.82,381.14,116.37,111.89,187.72,32.89,194.45,164.73,178.94,61.04,92.72,87.74,158.28,50.79,144.46,173.24,78.53,97.32,132.58,197.45,197.67,157.74,110.69,199.57,55.56,153.47,131.24,172.03,113.57,363.24,55.57,360.89,116.65,118.35,370.31,221.56,86.45,127.65,163.47,52.28,125.95,100.61,46.8,36.92,41.3,199.59,109.69,83.76,111.22,87.06,140.16,42.06,123.35,7.11,159.42,161.03,101.19,196.26,194.19,126.73,185.03,186.69,99.21,52.03,132.19,177.54,144.0,70.36,87.13,51.43,123.91,124.56,107.8,0.37,211.2,211.43,185.31,153.7,119.88,196.98,209.74,51.2,126.22,159.04,77.51,196.66,196.62,197.8,204.81,192.72,124.84,164.69,90.86
Kanniya Hot Springs,263.52,117.8,257.4,232.04,102.33,281.44,277.38,209.54,273.56,275.05,154.1,312.73,363.84,237.69,290.8,357.27,284.08,250.19,212.8,406.19,312.82,314.53,118.39,134.82,319.66,252.29,256.82,277.43,311.99,404.57,235.54,404.62,172.88,325.67,259.36,223.27,12.55,211.73,98.56,404.62,314.29,314.7,404.94,249.08,314.18,284.14,387.09,250.75,253.28,399.79,281.35,396.28,395.5,271.16,392.59,100.43,314.69,120.21,227.34,226.94,312.06,405.24,118.77,405.54,405.42,372.7,346.03,360.85,209.29,209.3,0.0,328.4,74.6,242.48,304.66,99.05,353.77,179.6,402.76,372.0,302.32,270.31,270.64,257.8,119.69,247.29,313.81,381.36,158.78,306.6,278.72,16.8,402.53,102.46,99.67,405.87,250.36,118.33,322.95,371.6,288.77,249.13,158.5,226.27,279.21,283.47,228.54,12.28,256.2,313.73,116.21,247.92,312.45,112.41,244.2,224.21,168.04,404.61,101.39,132.13,99.78,257.35,343.06,186.69,102.7,214.52,118.62,117.66,109.38,404.61,403.4,314.22,394.05,42.54,113.72,250.7,339.52,330.1,73.02,279.23,273.15,257.48,309.96,310.55,103.44,208.93,7.62,6.57,380.3,121.65,311.81,405.99,8.56,249.44,313.97,367.87,133.52,400.6,403.62,397.68,410.35,168.81,311.01,304.56,171.24
Kataragama Temple,146.85,321.78,109.32,161.64,233.04,247.46,98.72,168.17,99.42,92.99,201.59,220.75,195.79,103.69,153.53,189.66,57.52,538.33,165.05,142.68,229.53,228.35,319.66,237.78,224.01,85.4,132.09,67.44,220.44,128.06,100.6,171.29,479.98,75.91,80.15,165.54,322.02,122.99,236.88,171.29,231.32,230.85,171.41,117.59,229.24,127.0,98.23,116.17,109.28,152.04,222.84,184.14,110.93,99.24,105.88,258.72,227.11,317.24,517.99,517.77,231.0,169.25,318.15,148.65,155.62,72.81,202.79,195.03,166.61,166.95,328.4,0.0,269.59,538.32,222.6,236.33,25.44,174.44,157.02,192.27,58.79,143.06,74.28,80.63,318.0,117.97,23.75,190.05,171.77,145.87,50.12,312.44,133.41,313.17,249.33,143.26,113.07,312.85,224.37,95.69,237.92,525.04,213.4,518.5,251.46,250.36,526.41,339.81,82.14,231.84,228.73,116.28,230.29,246.36,121.79,192.58,190.44,135.52,234.11,236.69,235.61,81.28,200.94,208.81,274.3,168.62,318.91,320.31,228.45,158.5,172.28,229.18,184.93,291.15,245.15,118.34,121.57,16.59,255.62,134.88,81.73,128.95,229.89,230.32,232.13,167.17,326.86,327.58,86.51,313.82,67.91,168.73,325.01,118.69,228.51,145.64,208.25,127.98,146.41,111.01,141.8,358.47,230.2,36.76,257.54
Kaudulla National Park,189.91,80.71,187.51,158.17,36.9,209.56,236.28,135.94,203.84,206.07,133.19,238.74,289.27,171.83,216.73,282.73,220.15,276.48,139.32,334.65,239.2,240.83,79.8,60.75,245.72,188.14,184.4,212.44,238.0,334.19,171.47,331.26,211.33,257.1,194.89,149.38,76.14,164.32,33.24,331.26,240.73,241.11,331.59,178.71,240.52,211.49,318.62,180.44,183.75,327.32,207.79,322.23,326.23,201.62,323.66,27.18,240.93,79.62,254.71,254.42,238.52,332.0,79.13,333.53,332.94,306.24,271.45,286.27,135.84,135.82,74.6,269.59,0.0,273.62,230.84,33.77,294.39,107.83,330.1,297.5,253.31,196.82,205.3,193.6,79.71,177.02,252.32,306.97,98.3,232.84,221.81,65.47,331.55,64.29,25.24,334.27,180.53,75.54,248.98,302.42,216.02,268.03,83.92,254.67,207.74,211.79,260.83,86.66,191.97,240.2,100.72,177.84,238.87,37.97,173.66,149.63,94.9,333.57,35.83,57.8,34.45,193.08,268.48,112.19,37.65,140.69,79.5,79.68,41.19,331.93,329.96,240.56,319.94,65.4,39.24,180.11,267.31,273.89,37.83,206.12,206.04,185.32,236.4,237.0,37.71,135.45,77.71,77.71,312.69,78.65,244.22,332.8,76.52,178.89,240.28,294.83,63.47,329.99,331.68,328.56,339.1,136.45,237.44,250.86,102.37
Keerimalai Hot springs,426.33,218.72,441.84,396.76,310.19,382.62,509.24,380.43,457.41,461.53,394.03,429.05,496.53,435.77,444.89,492.42,484.55,19.07,384.08,572.31,424.01,426.42,220.96,301.56,434.13,453.63,429.39,475.63,428.5,577.33,437.83,556.39,71.08,510.5,459.64,389.25,254.37,437.88,306.7,556.39,424.42,425.11,556.73,432.37,425.54,452.3,569.29,434.14,439.42,559.87,398.06,539.89,573.98,455.85,572.67,280.01,427.3,223.74,21.96,21.98,422.38,558.16,222.55,568.61,565.07,562.73,473.4,493.59,381.37,381.14,242.48,538.32,273.62,0.0,420.05,307.23,562.1,365.14,561.11,507.5,526.75,433.43,468.27,458.77,222.88,431.14,518.76,519.35,370.61,462.74,492.81,258.17,572.18,225.43,290.37,571.63,435.64,227.75,437.27,551.64,395.56,44.93,327.68,20.36,377.93,382.62,14.14,236.86,457.18,423.55,356.31,432.45,423.19,292.04,427.22,372.66,349.24,573.78,309.15,302.22,307.87,458.16,471.21,341.18,264.02,382.58,221.76,220.18,313.07,562.66,554.41,425.62,536.82,284.18,293.22,432.91,505.73,544.5,299.73,444.53,465.78,431.5,420.94,421.27,310.9,380.82,248.5,247.33,566.11,227.44,500.83,559.34,250.16,431.97,425.76,525.47,330.82,572.35,567.29,576.72,578.0,199.95,421.8,523.06,296.07
